CAS,ModelCode,ShowDataWarning,UserModified,DoNotShowValue,Value,RefID,DataFlag,Comments,Minimum Value,Maximum Value,Units,Instructions,Parameter Description
1401690,BCF_T3W,FALSE,FALSE,FALSE,5.01444,280,D,Supplied from CompTox using geoemtric mean of OPERA values.,0,1000000000,[mg/kg fish]/[mg/L water],Default available: copy data from cols E-H for defaults,"Bioaccumulation factor (TL3 fish, whole; used for eco)"
1401690,BCF_T4F,FALSE,FALSE,FALSE,5.01444,280,D,Supplied from CompTox using geoemtric mean of OPERA values.,0,1000000000,[mg/kg fish]/[mg/L water],Default available: copy data from cols E-H for defaults,"Bioaccumulation factor (TL4 fish, filet; used for human)"
1401690,BCF_T4W,FALSE,FALSE,FALSE,5.01444,280,D,Supplied from CompTox using geoemtric mean of OPERA values.,0,1000000000,[mg/kg fish]/[mg/L water],Default available: copy data from cols E-H for defaults,"Bioaccumulation factor (TL4 fish, whole; used for eco)"
1401690,C_in,FALSE,FALSE,FALSE,0,143,D,,0,1000000,[mg/L],Default available: copy data from cols E-H for defaults,Chemical concentration (surface disposal influent)
1401690,CSFOral,FALSE,FALSE,FALSE,1,190,D,Default positive values to generate dose values in model output,0,1000000,[per mg/kg-day],Default available: copy data from cols E-H for defaults,Oral cancer slope factor (human toxicity)
1401690,Heat_of_Henry,FALSE,FALSE,FALSE,50000,143,D,,0,100000,[J/mol],Default available: copy data from cols E-H for defaults,Enthalpy of phase transform. from aqueous to air solution
1401690,IUR,FALSE,FALSE,FALSE,1,190,D,Default positive values to generate dose values in model output,0,1000000,[ug/m3]^-1,Default available: copy data from cols E-H for defaults,"Inhalation unit risk (human toxicity, cancer)"
1401690,Kaer,FALSE,FALSE,FALSE,0,143,D,,0,50,(1/day),Default available: copy data from cols E-H for defaults,Aerobic biodegradation rate (surface-water column)
1401690,Kanaer,FALSE,FALSE,FALSE,0,143,D,,0,2,[1/day],Default available: copy data from cols E-H for defaults,Anaerobic degradation rate (sediment)
1401690,Kh,FALSE,FALSE,FALSE,0,143,D,,0,50,[1/day],Default available: copy data from cols E-H for defaults,Hydrolysis rate
1401690,Kpo,FALSE,FALSE,FALSE,0,143,D,,0,50,(1/day),Default available: copy data from cols E-H for defaults,Photolysis degradation rate in surface- water column
1401690,ksoil,FALSE,FALSE,FALSE,0,143,D,,0,100,[1/day],Default available: copy data from cols E-H for defaults,Biodegradation rate (soil)
1401690,Ref_BMD_Bird,FALSE,FALSE,FALSE,1,190,D,Default positive values to generate dose values in model output,0,100000,[mg chem/kg BW/day],Default available: copy data from cols E-H for defaults,Reference benchmark dose (bird)
1401690,Ref_BMD_Mammal,FALSE,FALSE,FALSE,1,190,D,Default positive values to generate dose values in model output,0,100000,[mg chem/kg BW/day],Default available: copy data from cols E-H for defaults,Reference benchmark dose (mammal)
1401690,Ref_BW_Bird,FALSE,FALSE,FALSE,1,190,D,Default positive values to generate dose values in model output,0,2000,[kg],Default available: copy data from cols E-H for defaults,Reference body weight (bird)
1401690,Ref_BW_Mammal,FALSE,FALSE,FALSE,1,190,D,Default positive values to generate dose values in model output,0,2000,[kg],Default available: copy data from cols E-H for defaults,Reference body weight (mammal)
1401690,RfC,FALSE,FALSE,FALSE,1,190,D,Default positive values to generate dose values in model output,0,100000,[mg/m3],Default available: copy data from cols E-H for defaults,"Reference concentration (human toxicity, noncancer)"
1401690,RfD,FALSE,FALSE,FALSE,1,190,D,Default positive values to generate dose values in model output,0,100000,[mg/kg-day],Default available: copy data from cols E-H for defaults,"Reference dose (human toxicity, noncancer)"
1401690,RfD_fish,FALSE,FALSE,TRUE,1,190,D,Default positive values to generate dose values in model output,0,100000,[mg/kg-day],Default available: copy data from cols E-H for defaults,Reference dose specific to fish (generally = RfD)
1401690,RfD_food,FALSE,FALSE,TRUE,1,190,D,Default positive values to generate dose values in model output,0,100000,[mg/kg-day],Default available: copy data from cols E-H for defaults,Reference dose specific to food (generally = RfD)
1401690,RfD_soil,FALSE,FALSE,TRUE,1,190,D,Default positive values to generate dose values in model output,0,100000,[mg/kg-day],Default available: copy data from cols E-H for defaults,Reference dose specific to soil (generally = RfD)
1401690,RfD_water,FALSE,FALSE,TRUE,1,190,D,Default positive values to generate dose values in model output,0,100000,[mg/kg-day],Default available: copy data from cols E-H for defaults,Reference dose specific to water (generally = RfD)
1401690,Sol,FALSE,FALSE,FALSE,100000,143,D,,1E-12,1000000,[mg/L],Default available: copy data from cols E-H for defaults,Solubility
1401690,tb,FALSE,FALSE,TRUE,100,143,D,,0,5000,[deg C],Default available: copy data from cols E-H for defaults,Boiling point
1401690,CTPWasteDry,FALSE,FALSE,FALSE,0.001,190,,,2.5E-15,1000000,[ug/g DW],"Must enter data. For RefID, see list of common sources and RefIDs; if source not among those, leave the RefID 190 (user supplied) and enter short ref name in comments",Dry biosolids concentration
1401690,Da,FALSE,FALSE,FALSE,0.0292666526122729,190,,FSG method: https://www3.epa.gov/ceampubl/learn2model/part-two/onsite/ed-background.html,0,1,[cm2/s],"Must enter data. For RefID, see list of common sources and RefIDs; if source not among those, leave the RefID 190 (user supplied) and enter short ref name in comments",Diffusivity in air
1401690,Dw,FALSE,FALSE,FALSE,3.10228997942303e-06,190,,HL method: https://www3.epa.gov/ceampubl/learn2model/part-two/onsite/ed-background.html,0,0.01,[cm2/s],"Must enter data. For RefID, see list of common sources and RefIDs; if source not among those, leave the RefID 190 (user supplied) and enter short ref name in comments",Diffusion coefficient in water
1401690,HLC,FALSE,FALSE,FALSE,1.34033e-10,279,,,0,10,[atm-m3/mol],"Must enter data. For RefID, see list of common sources and RefIDs; if source not among those, leave the RefID 190 (user supplied) and enter short ref name in comments",Henry's law constant
1401690,Koc,FALSE,FALSE,FALSE,31497.4,279,,,0,1000000000,[mL/g],"Must enter data. For RefID, see list of common sources and RefIDs; if source not among those, leave the RefID 190 (user supplied) and enter short ref name in comments",Organic carbon partition coefficient
1401690,LogKow,FALSE,FALSE,FALSE,1.63,279,,,-4,12,[log units],"Must enter data. For RefID, see list of common sources and RefIDs; if source not among those, leave the RefID 190 (user supplied) and enter short ref name in comments",Octanol-water partition coefficient
1401690,MW,FALSE,FALSE,FALSE,915.519150023,279,,,6,1000,[g/mol],"Must enter data. For RefID, see list of common sources and RefIDs; if source not among those, leave the RefID 190 (user supplied) and enter short ref name in comments",Molecular weight
95954,CAS,FALSE,FALSE,FALSE,95954,279,,,,,NA,Must enter data,"CAS number, no hyphens"
95954,ChemName,FALSE,FALSE,FALSE,"2,4,5-Trichlorophenol",279,,,,,NA,Must enter data,Chemical name (should match name in tbl_Chemicals)
95954,ChemType,FALSE,FALSE,TRUE,O,146,,,,,NA,Fixed Value: copy data from cols E-H as is,"Chemical type, must be O for organics"
95954,AntB,FALSE,FALSE,TRUE,-9999,143,D,,,,"[C, atm]",Fixed Value: copy data from cols E-H as is,Antoine's vapor pressure equation coefficient B
95954,AntC,FALSE,FALSE,TRUE,-9999,143,D,,,,"[C, atm]",Fixed Value: copy data from cols E-H as is,Antoine's vapor pressure equation coefficient C
95954,Bs,FALSE,FALSE,TRUE,1,144,,Always 1,,,[fraction],Fixed Value: copy data from cols E-H as is,Bioavailability of contaminant in soil relative to vegetation
95954,CTPwaste,FALSE,FALSE,TRUE,4e-04,145,C,Calculated,0,,[ug/g WW],Fixed Value: copy data from cols E-H as is,Wet biosolids concentration
95954,KpPar,FALSE,FALSE,TRUE,18.07,25,,Constant,,,[1/yr],Fixed Value: copy data from cols E-H as is,Plant surface loss coefficient (particulate)
95954,Pc,FALSE,FALSE,TRUE,-9999,143,D,,,,[atm],Fixed Value: copy data from cols E-H as is,Critical pressure
95954,tc,FALSE,FALSE,TRUE,-9999,143,D,,,,[deg C],Fixed Value: copy data from cols E-H as is,Critical temperature
95954,temp_ref_aer_all,FALSE,FALSE,FALSE,25,143,,,,,[C],Fixed Value: copy data from cols E-H as is,Reference temperature for water column degradation
95954,temp_ref_anae_all,FALSE,FALSE,FALSE,25,143,,,,,[C],Fixed Value: copy data from cols E-H as is,Reference temperature for benthic degradation
95954,UseRfDPath,FALSE,FALSE,TRUE,0,146,,,,,NA,Fixed Value: copy data from cols E-H as is,True if pathway-specific value is to be used
95954,BCF_beef,TRUE,FALSE,FALSE,0.261816229213842,49,C,"RTI, 2005",0,8000,[mg/kg beef]/[mg/kg DW],Can be calculated: copy data from cols E-H to flag for calculation,Bioconcentration factor (beef)
95954,BCF_milk,TRUE,FALSE,FALSE,0.0929883917938751,49,C,"RTI, 2005",0,16000,[mg/kg milk]/[mg/kg DW],Can be calculated: copy data from cols E-H to flag for calculation,Bioconcentration factor (milk)
95954,BrExfruit,TRUE,FALSE,FALSE,0.27405643247089,58,C,"Travis & Arms, 1988",0,10,[mg/kg DW plant]/[mg/kg soil],Can be calculated: copy data from cols E-H to flag for calculation,Biotransfer (soil to exposed fruit)
95954,BrExveg,TRUE,FALSE,FALSE,0.27405643247089,58,C,"Travis & Arms, 1988",0,10,[mg/kg DW plant]/[mg/kg soil],Can be calculated: copy data from cols E-H to flag for calculation,Biotransfer  factor (soil to exposed vegetables)
95954,BrForage,TRUE,FALSE,FALSE,0.27405643247089,58,C,"Travis & Arms, 1988",0,10,[mg/kg DW plant]/[mg/kg soil],Can be calculated: copy data from cols E-H to flag for calculation,Biotransfer  factor (soil to forage)
95954,BrGrain,TRUE,FALSE,FALSE,0.27405643247089,58,C,"Travis & Arms, 1988",0,10,[mg/kg DW plant]/[mg/kg soil],Can be calculated: copy data from cols E-H to flag for calculation,Biotransfer  factor (soil to grain)
95954,BrProfruit,TRUE,FALSE,FALSE,0.27405643247089,58,C,"Travis & Arms, 1988",0,10,[mg/kg DW plant]/[mg/kg soil],Can be calculated: copy data from cols E-H to flag for calculation,Biotransfer  factor (soil to protected fruit)
95954,BrProveg,TRUE,FALSE,FALSE,0.27405643247089,58,C,"Travis & Arms, 1988",0,10,[mg/kg DW plant]/[mg/kg soil],Can be calculated: copy data from cols E-H to flag for calculation,Biotransfer  factor (soil to protected vegetables)
95954,BrSilage,TRUE,FALSE,FALSE,0.27405643247089,58,C,"Travis & Arms, 1988",0,10,[mg/kg DW plant]/[mg/kg soil],Can be calculated: copy data from cols E-H to flag for calculation,Biotransfer  factor (soil to silage)
95954,Bv,TRUE,FALSE,FALSE,999.580302533621,5,C,"Bacci et al., 1992",0,1000000000,[ug/g DW plant]/[ug/g air],Can be calculated: copy data from cols E-H to flag for calculation,Biotransfer factor (vapor phase air to all plants)
95954,RCF,TRUE,FALSE,FALSE,22.1003931734919,9,C,"Briggs et al., 1982",0,1000000,[ug/g WW plant]/[ug/mL soil water],Can be calculated: copy data from cols E-H to flag for calculation,Root concentration factor
95954,BCF_T3F,FALSE,FALSE,FALSE,140,190,D,National bioaccumulation factors supplemental information,0,1000000000,[mg/kg fish]/[mg/L water],Default available: copy data from cols E-H for defaults,"Bioaccumulation factor (TL3 fish, filet; used for human)"
95954,BCF_T3W,FALSE,FALSE,FALSE,140,190,D,National bioaccumulation factors supplemental information,0,1000000000,[mg/kg fish]/[mg/L water],Default available: copy data from cols E-H for defaults,"Bioaccumulation factor (TL3 fish, whole; used for eco)"
95954,BCF_T4F,FALSE,FALSE,FALSE,140,190,D,National bioaccumulation factors supplemental information,0,1000000000,[mg/kg fish]/[mg/L water],Default available: copy data from cols E-H for defaults,"Bioaccumulation factor (TL4 fish, filet; used for human)"
95954,BCF_T4W,FALSE,FALSE,FALSE,140,190,D,National bioaccumulation factors supplemental information,0,1000000000,[mg/kg fish]/[mg/L water],Default available: copy data from cols E-H for defaults,"Bioaccumulation factor (TL4 fish, whole; used for eco)"
95954,C_in,FALSE,FALSE,FALSE,0,143,D,,0,1000000,[mg/L],Default available: copy data from cols E-H for defaults,Chemical concentration (surface disposal influent)
95954,CSFOral,FALSE,FALSE,FALSE,1,190,D,Default positive values to generate dose values in model output,0,1000000,[per mg/kg-day],Default available: copy data from cols E-H for defaults,Oral cancer slope factor (human toxicity)
95954,Heat_of_Henry,FALSE,FALSE,FALSE,50000,143,D,,0,100000,[J/mol],Default available: copy data from cols E-H for defaults,Enthalpy of phase transform. from aqueous to air solution
95954,IUR,FALSE,FALSE,FALSE,1,190,D,Default positive values to generate dose values in model output,0,1000000,[ug/m3]^-1,Default available: copy data from cols E-H for defaults,"Inhalation unit risk (human toxicity, cancer)"
95954,Kaer,FALSE,FALSE,FALSE,0,143,D,,0,50,(1/day),Default available: copy data from cols E-H for defaults,Aerobic biodegradation rate (surface-water column)
95954,Kanaer,FALSE,FALSE,FALSE,0,143,D,,0,2,[1/day],Default available: copy data from cols E-H for defaults,Anaerobic degradation rate (sediment)
95954,Kh,FALSE,FALSE,FALSE,0,143,D,,0,50,[1/day],Default available: copy data from cols E-H for defaults,Hydrolysis rate
95954,Kpo,FALSE,FALSE,FALSE,0,143,D,,0,50,(1/day),Default available: copy data from cols E-H for defaults,Photolysis degradation rate in surface- water column
95954,ksoil,FALSE,FALSE,FALSE,0,143,D,,0,100,[1/day],Default available: copy data from cols E-H for defaults,Biodegradation rate (soil)
95954,Ref_BMD_Bird,FALSE,FALSE,FALSE,1,190,D,Default positive values to generate dose values in model output,0,100000,[mg chem/kg BW/day],Default available: copy data from cols E-H for defaults,Reference benchmark dose (bird)
95954,Ref_BMD_Mammal,FALSE,FALSE,FALSE,1,190,D,Default positive values to generate dose values in model output,0,100000,[mg chem/kg BW/day],Default available: copy data from cols E-H for defaults,Reference benchmark dose (mammal)
95954,Ref_BW_Bird,FALSE,FALSE,FALSE,1,190,D,Default positive values to generate dose values in model output,0,2000,[kg],Default available: copy data from cols E-H for defaults,Reference body weight (bird)
95954,Ref_BW_Mammal,FALSE,FALSE,FALSE,1,190,D,Default positive values to generate dose values in model output,0,2000,[kg],Default available: copy data from cols E-H for defaults,Reference body weight (mammal)
95954,RfC,FALSE,FALSE,FALSE,1,190,D,Default positive values to generate dose values in model output,0,100000,[mg/m3],Default available: copy data from cols E-H for defaults,"Reference concentration (human toxicity, noncancer)"
95954,RfD,FALSE,FALSE,FALSE,1,190,D,Default positive values to generate dose values in model output,0,100000,[mg/kg-day],Default available: copy data from cols E-H for defaults,"Reference dose (human toxicity, noncancer)"
95954,RfD_fish,FALSE,FALSE,TRUE,1,190,D,Default positive values to generate dose values in model output,0,100000,[mg/kg-day],Default available: copy data from cols E-H for defaults,Reference dose specific to fish (generally = RfD)
95954,RfD_food,FALSE,FALSE,TRUE,1,190,D,Default positive values to generate dose values in model output,0,100000,[mg/kg-day],Default available: copy data from cols E-H for defaults,Reference dose specific to food (generally = RfD)
95954,RfD_soil,FALSE,FALSE,TRUE,1,190,D,Default positive values to generate dose values in model output,0,100000,[mg/kg-day],Default available: copy data from cols E-H for defaults,Reference dose specific to soil (generally = RfD)
95954,RfD_water,FALSE,FALSE,TRUE,1,190,D,Default positive values to generate dose values in model output,0,100000,[mg/kg-day],Default available: copy data from cols E-H for defaults,Reference dose specific to water (generally = RfD)
95954,Sol,FALSE,FALSE,FALSE,100000,143,D,,1E-12,1000000,[mg/L],Default available: copy data from cols E-H for defaults,Solubility
95954,tb,FALSE,FALSE,TRUE,100,143,D,,0,5000,[deg C],Default available: copy data from cols E-H for defaults,Boiling point
95954,CTPWasteDry,FALSE,FALSE,FALSE,0.001,190,,,2.5E-15,1000000,[ug/g DW],"Must enter data. For RefID, see list of common sources and RefIDs; if source not among those, leave the RefID 190 (user supplied) and enter short ref name in comments",Dry biosolids concentration
95954,Da,FALSE,FALSE,FALSE,0.0717883137981605,190,,FSG method: https://www3.epa.gov/ceampubl/learn2model/part-two/onsite/ed-background.html,0,1,[cm2/s],"Must enter data. For RefID, see list of common sources and RefIDs; if source not among those, leave the RefID 190 (user supplied) and enter short ref name in comments",Diffusivity in air
95954,Dw,FALSE,FALSE,FALSE,8.86297821518488e-06,190,,HL method: https://www3.epa.gov/ceampubl/learn2model/part-two/onsite/ed-background.html,0,0.01,[cm2/s],"Must enter data. For RefID, see list of common sources and RefIDs; if source not among those, leave the RefID 190 (user supplied) and enter short ref name in comments",Diffusion coefficient in water
95954,HLC,FALSE,FALSE,FALSE,5.12139e-07,279,,,0,10,[atm-m3/mol],"Must enter data. For RefID, see list of common sources and RefIDs; if source not among those, leave the RefID 190 (user supplied) and enter short ref name in comments",Henry's law constant
95954,Koc,FALSE,FALSE,FALSE,2185.9,279,,,0,1000000000,[mL/g],"Must enter data. For RefID, see list of common sources and RefIDs; if source not among those, leave the RefID 190 (user supplied) and enter short ref name in comments",Organic carbon partition coefficient
95954,LogKow,FALSE,FALSE,FALSE,3.72,279,,,-4,12,[log units],"Must enter data. For RefID, see list of common sources and RefIDs; if source not among those, leave the RefID 190 (user supplied) and enter short ref name in comments",Octanol-water partition coefficient
95954,MW,FALSE,FALSE,FALSE,195.9249478,279,,,6,1000,[g/mol],"Must enter data. For RefID, see list of common sources and RefIDs; if source not among those, leave the RefID 190 (user supplied) and enter short ref name in comments",Molecular weight
5875456,CAS,FALSE,FALSE,FALSE,5875456,279,,,,,NA,Must enter data,"CAS number, no hyphens"
5875456,ChemName,FALSE,FALSE,FALSE,"2,5-Bis(1,1-dimethylethyl)phenol",279,,,,,NA,Must enter data,Chemical name (should match name in tbl_Chemicals)
5875456,ChemType,FALSE,FALSE,TRUE,O,146,,,,,NA,Fixed Value: copy data from cols E-H as is,"Chemical type, must be O for organics"
5875456,AntB,FALSE,FALSE,TRUE,-9999,143,D,,,,"[C, atm]",Fixed Value: copy data from cols E-H as is,Antoine's vapor pressure equation coefficient B
5875456,AntC,FALSE,FALSE,TRUE,-9999,143,D,,,,"[C, atm]",Fixed Value: copy data from cols E-H as is,Antoine's vapor pressure equation coefficient C
5875456,Bs,FALSE,FALSE,TRUE,1,144,,Always 1,,,[fraction],Fixed Value: copy data from cols E-H as is,Bioavailability of contaminant in soil relative to vegetation
5875456,CTPwaste,FALSE,FALSE,TRUE,4e-04,145,C,Calculated,0,,[ug/g WW],Fixed Value: copy data from cols E-H as is,Wet biosolids concentration
5875456,KpPar,FALSE,FALSE,TRUE,18.07,25,,Constant,,,[1/yr],Fixed Value: copy data from cols E-H as is,Plant surface loss coefficient (particulate)
5875456,Pc,FALSE,FALSE,TRUE,-9999,143,D,,,,[atm],Fixed Value: copy data from cols E-H as is,Critical pressure
5875456,tc,FALSE,FALSE,TRUE,-9999,143,D,,,,[deg C],Fixed Value: copy data from cols E-H as is,Critical temperature
5875456,temp_ref_aer_all,FALSE,FALSE,FALSE,25,143,,,,,[C],Fixed Value: copy data from cols E-H as is,Reference temperature for water column degradation
5875456,temp_ref_anae_all,FALSE,FALSE,FALSE,25,143,,,,,[C],Fixed Value: copy data from cols E-H as is,Reference temperature for benthic degradation
5875456,UseRfDPath,FALSE,FALSE,TRUE,0,146,,,,,NA,Fixed Value: copy data from cols E-H as is,True if pathway-specific value is to be used
5875456,BCF_beef,TRUE,FALSE,FALSE,0.477597188256697,49,C,"RTI, 2005",0,8000,[mg/kg beef]/[mg/kg DW],Can be calculated: copy data from cols E-H to flag for calculation,Bioconcentration factor (beef)
5875456,BCF_milk,TRUE,FALSE,FALSE,0.169626591119352,49,C,"RTI, 2005",0,16000,[mg/kg milk]/[mg/kg DW],Can be calculated: copy data from cols E-H to flag for calculation,Bioconcentration factor (milk)
5875456,BrExfruit,TRUE,FALSE,FALSE,0.0527579072451955,58,C,"Travis & Arms, 1988",0,10,[mg/kg DW plant]/[mg/kg soil],Can be calculated: copy data from cols E-H to flag for calculation,Biotransfer (soil to exposed fruit)
5875456,BrExveg,TRUE,FALSE,FALSE,0.0527579072451955,58,C,"Travis & Arms, 1988",0,10,[mg/kg DW plant]/[mg/kg soil],Can be calculated: copy data from cols E-H to flag for calculation,Biotransfer  factor (soil to exposed vegetables)
5875456,BrForage,TRUE,FALSE,FALSE,0.0527579072451955,58,C,"Travis & Arms, 1988",0,10,[mg/kg DW plant]/[mg/kg soil],Can be calculated: copy data from cols E-H to flag for calculation,Biotransfer  factor (soil to forage)
5875456,BrGrain,TRUE,FALSE,FALSE,0.0527579072451955,58,C,"Travis & Arms, 1988",0,10,[mg/kg DW plant]/[mg/kg soil],Can be calculated: copy data from cols E-H to flag for calculation,Biotransfer  factor (soil to grain)
5875456,BrProfruit,TRUE,FALSE,FALSE,0.0527579072451955,58,C,"Travis & Arms, 1988",0,10,[mg/kg DW plant]/[mg/kg soil],Can be calculated: copy data from cols E-H to flag for calculation,Biotransfer  factor (soil to protected fruit)
5875456,BrProveg,TRUE,FALSE,FALSE,0.0527579072451955,58,C,"Travis & Arms, 1988",0,10,[mg/kg DW plant]/[mg/kg soil],Can be calculated: copy data from cols E-H to flag for calculation,Biotransfer  factor (soil to protected vegetables)
5875456,BrSilage,TRUE,FALSE,FALSE,0.0527579072451955,58,C,"Travis & Arms, 1988",0,10,[mg/kg DW plant]/[mg/kg soil],Can be calculated: copy data from cols E-H to flag for calculation,Biotransfer  factor (soil to silage)
5875456,Bv,TRUE,FALSE,FALSE,1418.00345925665,5,C,"Bacci et al., 1992",0,1000000000,[ug/g DW plant]/[ug/g air],Can be calculated: copy data from cols E-H to flag for calculation,Biotransfer factor (vapor phase air to all plants)
5875456,RCF,TRUE,FALSE,FALSE,198.447028378207,9,C,"Briggs et al., 1982",0,1000000,[ug/g WW plant]/[ug/mL soil water],Can be calculated: copy data from cols E-H to flag for calculation,Root concentration factor
5875456,BCF_T3F,FALSE,FALSE,FALSE,252.123,280,D,Supplied from CompTox using geoemtric mean of OPERA values.,0,1000000000,[mg/kg fish]/[mg/L water],Default available: copy data from cols E-H for defaults,"Bioaccumulation factor (TL3 fish, filet; used for human)"
5875456,BCF_T3W,FALSE,FALSE,FALSE,252.123,280,D,Supplied from CompTox using geoemtric mean of OPERA values.,0,1000000000,[mg/kg fish]/[mg/L water],Default available: copy data from cols E-H for defaults,"Bioaccumulation factor (TL3 fish, whole; used for eco)"
5875456,BCF_T4F,FALSE,FALSE,FALSE,252.123,280,D,Supplied from CompTox using geoemtric mean of OPERA values.,0,1000000000,[mg/kg fish]/[mg/L water],Default available: copy data from cols E-H for defaults,"Bioaccumulation factor (TL4 fish, filet; used for human)"
5875456,BCF_T4W,FALSE,FALSE,FALSE,252.123,280,D,Supplied from CompTox using geoemtric mean of OPERA values.,0,1000000000,[mg/kg fish]/[mg/L water],Default available: copy data from cols E-H for defaults,"Bioaccumulation factor (TL4 fish, whole; used for eco)"
5875456,C_in,FALSE,FALSE,FALSE,0,143,D,,0,1000000,[mg/L],Default available: copy data from cols E-H for defaults,Chemical concentration (surface disposal influent)
5875456,CSFOral,FALSE,FALSE,FALSE,1,190,D,Default positive values to generate dose values in model output,0,1000000,[per mg/kg-day],Default available: copy data from cols E-H for defaults,Oral cancer slope factor (human toxicity)
5875456,Heat_of_Henry,FALSE,FALSE,FALSE,50000,143,D,,0,100000,[J/mol],Default available: copy data from cols E-H for defaults,Enthalpy of phase transform. from aqueous to air solution
5875456,IUR,FALSE,FALSE,FALSE,1,190,D,Default positive values to generate dose values in model output,0,1000000,[ug/m3]^-1,Default available: copy data from cols E-H for defaults,"Inhalation unit risk (human toxicity, cancer)"
5875456,Kaer,FALSE,FALSE,FALSE,0,143,D,,0,50,(1/day),Default available: copy data from cols E-H for defaults,Aerobic biodegradation rate (surface-water column)
5875456,Kanaer,FALSE,FALSE,FALSE,0,143,D,,0,2,[1/day],Default available: copy data from cols E-H for defaults,Anaerobic degradation rate (sediment)
5875456,Kh,FALSE,FALSE,FALSE,0,143,D,,0,50,[1/day],Default available: copy data from cols E-H for defaults,Hydrolysis rate
5875456,Kpo,FALSE,FALSE,FALSE,0,143,D,,0,50,(1/day),Default available: copy data from cols E-H for defaults,Photolysis degradation rate in surface- water column
5875456,ksoil,FALSE,FALSE,FALSE,0,143,D,,0,100,[1/day],Default available: copy data from cols E-H for defaults,Biodegradation rate (soil)
5875456,Ref_BMD_Bird,FALSE,FALSE,FALSE,1,190,D,Default positive values to generate dose values in model output,0,100000,[mg chem/kg BW/day],Default available: copy data from cols E-H for defaults,Reference benchmark dose (bird)
5875456,Ref_BMD_Mammal,FALSE,FALSE,FALSE,1,190,D,Default positive values to generate dose values in model output,0,100000,[mg chem/kg BW/day],Default available: copy data from cols E-H for defaults,Reference benchmark dose (mammal)
5875456,Ref_BW_Bird,FALSE,FALSE,FALSE,1,190,D,Default positive values to generate dose values in model output,0,2000,[kg],Default available: copy data from cols E-H for defaults,Reference body weight (bird)
5875456,Ref_BW_Mammal,FALSE,FALSE,FALSE,1,190,D,Default positive values to generate dose values in model output,0,2000,[kg],Default available: copy data from cols E-H for defaults,Reference body weight (mammal)
5875456,RfC,FALSE,FALSE,FALSE,1,190,D,Default positive values to generate dose values in model output,0,100000,[mg/m3],Default available: copy data from cols E-H for defaults,"Reference concentration (human toxicity, noncancer)"
5875456,RfD,FALSE,FALSE,FALSE,1,190,D,Default positive values to generate dose values in model output,0,100000,[mg/kg-day],Default available: copy data from cols E-H for defaults,"Reference dose (human toxicity, noncancer)"
5875456,RfD_fish,FALSE,FALSE,TRUE,1,190,D,Default positive values to generate dose values in model output,0,100000,[mg/kg-day],Default available: copy data from cols E-H for defaults,Reference dose specific to fish (generally = RfD)
5875456,RfD_food,FALSE,FALSE,TRUE,1,190,D,Default positive values to generate dose values in model output,0,100000,[mg/kg-day],Default available: copy data from cols E-H for defaults,Reference dose specific to food (generally = RfD)
5875456,RfD_soil,FALSE,FALSE,TRUE,1,190,D,Default positive values to generate dose values in model output,0,100000,[mg/kg-day],Default available: copy data from cols E-H for defaults,Reference dose specific to soil (generally = RfD)
5875456,RfD_water,FALSE,FALSE,TRUE,1,190,D,Default positive values to generate dose values in model output,0,100000,[mg/kg-day],Default available: copy data from cols E-H for defaults,Reference dose specific to water (generally = RfD)
5875456,Sol,FALSE,FALSE,FALSE,100000,143,D,,1E-12,1000000,[mg/L],Default available: copy data from cols E-H for defaults,Solubility
5875456,tb,FALSE,FALSE,TRUE,100,143,D,,0,5000,[deg C],Default available: copy data from cols E-H for defaults,Boiling point
5875456,CTPWasteDry,FALSE,FALSE,FALSE,0.001,190,,,2.5E-15,1000000,[ug/g DW],"Must enter data. For RefID, see list of common sources and RefIDs; if source not among those, leave the RefID 190 (user supplied) and enter short ref name in comments",Dry biosolids concentration
5875456,Da,FALSE,FALSE,FALSE,0.0552242692944975,190,,FSG method: https://www3.epa.gov/ceampubl/learn2model/part-two/onsite/ed-background.html,0,1,[cm2/s],"Must enter data. For RefID, see list of common sources and RefIDs; if source not among those, leave the RefID 190 (user supplied) and enter short ref name in comments",Diffusivity in air
5875456,Dw,FALSE,FALSE,FALSE,6.29350987589254e-06,190,,HL method: https://www3.epa.gov/ceampubl/learn2model/part-two/onsite/ed-background.html,0,0.01,[cm2/s],"Must enter data. For RefID, see list of common sources and RefIDs; if source not among those, leave the RefID 190 (user supplied) and enter short ref name in comments",Diffusion coefficient in water
5875456,HLC,FALSE,FALSE,FALSE,7.51583e-06,279,,,0,10,[atm-m3/mol],"Must enter data. For RefID, see list of common sources and RefIDs; if source not among those, leave the RefID 190 (user supplied) and enter short ref name in comments",Henry's law constant
5875456,Koc,FALSE,FALSE,FALSE,3143.79,279,,,0,1000000000,[mL/g],"Must enter data. For RefID, see list of common sources and RefIDs; if source not among those, leave the RefID 190 (user supplied) and enter short ref name in comments",Organic carbon partition coefficient
5875456,LogKow,FALSE,FALSE,FALSE,4.95798,279,,,-4,12,[log units],"Must enter data. For RefID, see list of common sources and RefIDs; if source not among those, leave the RefID 190 (user supplied) and enter short ref name in comments",Octanol-water partition coefficient
5875456,MW,FALSE,FALSE,FALSE,206.167065328,279,,,6,1000,[g/mol],"Must enter data. For RefID, see list of common sources and RefIDs; if source not among those, leave the RefID 190 (user supplied) and enter short ref name in comments",Molecular weight
