"CAS","RunID","ModelCode","Value","RefID","DataFlag","ShowDataWarning","Comments","UserModified","userComment","DoNotShowValue"
66357355,,"BCF_T4W","0.96",18,"E",0,,0,,0
68631492,,"BCF_T3F","1.8E+06",18,"E",0,"Entered SMILES, Mol Form, log Kow manually, no Physprop data",0,,0
68631492,,"BCF_T3W","1.8E+06",18,"E",0,"Entered SMILES, Mol Form, log Kow manually, no Physprop data",0,,0
68631492,,"BCF_T4F","3.0E+06",18,"E",0,"Entered SMILES, Mol Form, log Kow manually, no Physprop data",0,,0
68631492,,"BCF_T4W","3.0E+06",18,"E",0,"Entered SMILES, Mol Form, log Kow manually, no Physprop data",0,,0
85721331,,"KpPar","18.07",25,,0,,0,,1
85721331,,"ksoil","0.00578",18,"E",1,,0,,0
85721331,,"LogKow","0.25",26,,1,"Midpoint of range (-1.1 to 1.6); Sources 2-9 in table 5-1",0,,0
85721331,,"MW","331.35",44,,1,,0,,0
85721331,,"Pc","-9999",143,"D",0,,0,,1
85721331,,"RCF","0.867",9,"C",1,"Calculated by model based on log Kow using correlation equation in cited reference.",0,,0
85721331,,"RfC","0",196,"M",0,,0,,0
85721331,,"RfD","0.0016",51,,0,,0,,0
85721331,,"RfD_fish","0.0016",51,,0,,0,,1
85721331,,"RfD_food","0.0016",51,,0,,0,,1
85721331,,"RfD_soil","0.0016",51,,0,,0,,1
85721331,,"RfD_water","0.0016",51,,0,,0,,1
85721331,,"Sol","8890",26,,0,"Midpoint of range [log 0.51, 4.25]; Sources 2-9 in table 5-1 ",0,,0
85721331,,"tb","443.6",54,"E",0,"v.4.5, 2009",0,,1
85721331,,"tc","-9999",143,"D",0,,0,,1
85721331,,"UseRfDPath","0",146,,0,,0,,1
93106606,,"AntB","-9999",143,"D",0,,0,,1
93106606,,"Antc","-9999",143,"D",0,,0,,1
18559949,,"Heat_of_Henry","54000",18,"E",0,,0,"",0
7440360,,"Heat_of_Henry","0",197,"",0,"Not applicable to metals",0,"",0
68631492,,"Heat_of_Henry","46000",143,"S",0,,0,"",0
1163195,,"Heat_of_Henry","46000",18,"E",0,,0,"",0
7440360,,"CTPWaste","2.6",145,"C",0,"Calculated from CTPWasteDry assuming 40% solids",0,,1
5436431,,"Heat_of_Henry","46000",18,"E",0,,0,"",0
117817,,"Heat_of_Henry","67000",18,"E",0,,0,"",0
7440428,,"Heat_of_Henry","0",197,"",0,"Not applicable to metals",0,"",0
7440439,,"Heat_of_Henry","0",197,"",0,"Not applicable to metals",0,"",0
7440702,,"Heat_of_Henry","0",197,"",0,"Not applicable to metals",0,"",0
298464,,"Heat_of_Henry","55000",18,"E",0,,0,"",0
57625,,"Heat_of_Henry","55000",18,"E",0,,0,"",0
16065831,,"Heat_of_Henry","0",197,"",0,"Not applicable to metals",0,"",0
18540299,,"Heat_of_Henry","0",197,"",0,"Not applicable to metals",0,"",0
51481619,,"Heat_of_Henry","46000",18,"E",0,,0,"",0
85721331,,"Heat_of_Henry","46000",18,"E",0,,0,"",0
7440484,,"Heat_of_Henry","0",197,"",0,"Not applicable to metals",0,"",0
76573,,"Heat_of_Henry","50000",18,"E",0,,0,"",0
7440508,,"Heat_of_Henry","0",197,"",0,"Not applicable to metals",0,"",0
42399417,,"Heat_of_Henry","55000",18,"E",0,,0,"",0
564250,,"Heat_of_Henry","55000",18,"E",0,,0,"",0
93106606,,"Heat_of_Henry","54000",18,"E",0,,0,"",0
114078,,"Heat_of_Henry","50000",18,"E",0,,0,"",0
50282,,"Heat_of_Henry","0",18,"E",0,,0,"",0
16984488,,"Heat_of_Henry","0",197,"",0,"Not applicable to metals",0,"",0
54910893,,"Heat_of_Henry","46000",18,"E",0,,0,"",0
25812300,,"Heat_of_Henry","50000",18,"E",0,,0,"",0
15687271,,"Heat_of_Henry","50000",18,"E",0,,0,"",0
7439896,,"Heat_of_Henry","0",197,"",0,"Not applicable to metals",0,"",0
7439921,,"Heat_of_Henry","0",197,"",0,"Not applicable to metals",0,"",0
154212,,"Heat_of_Henry","55000",18,"E",0,,0,"",0
7439954,,"Heat_of_Henry","0",197,"",0,"Not applicable to metals",0,"",0
657249,,"Heat_of_Henry","37000",18,"E",0,,0,"",0
91576,,"Heat_of_Henry","45000",18,"E",0,,0,"",0
22204531,,"Heat_of_Henry","50000",18,"E",0,,0,"",0
7440020,,"Heat_of_Henry","0",197,"",0,"Not applicable to metals",0,"",0
14797558,,"Heat_of_Henry","0",197,"",0,"Not applicable to metals",0,"",0
14797650,,"Heat_of_Henry","0",197,"",0,"Not applicable to metals",0,"",0
70458967,,"Heat_of_Henry","54000",18,"E",0,,0,"",0
14698294,,"Heat_of_Henry","54000",18,"E",0,,0,"",0
79572,,"Heat_of_Henry","55000",18,"E",0,,0,"",0
57830,,"Heat_of_Henry","48000",18,"E",0,,0,"",0
66357355,,"Heat_of_Henry","46000",18,"E",0,,0,"",0
98105998,,"Heat_of_Henry","54000",18,"E",0,,0,"",0
7783086,,"Heat_of_Henry","0",197,"",0,"Not applicable to metals",0,"",0
7783008,,"Heat_of_Henry","0",197,"",0,"Not applicable to metals.",0,"",0
7440235,,"Heat_of_Henry","0",197,"",0,,0,"",0
68359,,"Heat_of_Henry","54000",18,"E",0,,0,"",0
57681,,"Heat_of_Henry","54000",18,"E",0,,0,"",0
723466,,"Heat_of_Henry","54000",18,"E",0,,0,"",0
72140,,"Heat_of_Henry","54000",18,"E",0,,0,"",0
58220,,"Heat_of_Henry","50000",18,"E",0,,0,"",0
60548,,"Heat_of_Henry","55000",18,"E",0,,0,"",0
7440280,,"Heat_of_Henry","0",197,"",0,"Not applicable to metals.",0,"",0
148798,,"Heat_of_Henry","46000",18,"E",0,,0,"",0
7440315,,"Heat_of_Henry","0",197,"",0,"Not applicable to metals.",0,"",0
738705,,"Heat_of_Henry","54000",18,"E",0,,0,"",0
7440622,,"Heat_of_Henry","0",197,"",0,"Not applicable to metals.",0,"",0
11006761,,"Heat_of_Henry","50000",143,"S",0,,0,"",0
18559949,,"temp_ref_aer_all","25",143,"",0,,0,"",0
68631492,,"temp_ref_aer_all","25",143,"",0,,0,"",0
1163195,,"temp_ref_aer_all","25",143,"",0,,0,"",0
5436431,,"temp_ref_aer_all","25",143,"",0,,0,"",0
117817,,"temp_ref_aer_all","25",143,"",0,,0,"",0
298464,,"temp_ref_aer_all","25",143,"",0,,0,"",0
57625,,"temp_ref_aer_all","25",143,"",0,,0,"",0
51481619,,"temp_ref_aer_all","25",143,"",0,,0,"",0
85721331,,"temp_ref_aer_all","25",143,"",0,,0,"",0
76573,,"temp_ref_aer_all","25",143,"",0,,0,"",0
42399417,,"temp_ref_aer_all","25",143,"",0,,0,"",0
564250,,"temp_ref_aer_all","25",143,"",0,,0,"",0
93106606,,"temp_ref_aer_all","25",143,"",0,,0,"",0
114078,,"temp_ref_aer_all","25",143,"",0,,0,"",0
50282,,"temp_ref_aer_all","25",143,"",0,,0,"",0
54910893,,"temp_ref_aer_all","25",143,"",0,,0,"",0
25812300,,"temp_ref_aer_all","25",143,"",0,,0,"",0
15687271,,"temp_ref_aer_all","25",143,"",0,,0,"",0
298464,,"Kaer","0.011",18,"E",0,"",0,,0
298464,,"Kpo","0",196,"M",0,"",0,,0
57625,,"Kaer","0.00385",18,"E",0,,0,,0
57625,,"Kpo","0",196,"M",0,"",0,,0
51481619,,"Kaer","0.0185",18,"E",0,"",0,,0
51481619,,"Kpo","0",33,"Z",0,"Cannot be photodegraded",0,,0
85721331,,"Kaer","0.0116",18,"E",0,"",0,,0
85721331,,"Kpo","0",196,"M",0,"",0,,0
76573,,"Kaer","0.0116",18,"E",0,"",0,,0
76573,,"Kpo","0",196,"M",0,"",0,,0
42399417,,"Kaer","0.0116",18,"E",0,"",0,,0
42399417,,"Kpo","0",196,"M",0,"",0,,0
564250,,"Kaer","0.0116",18,"E",0,"",0,,0
564250,,"Kpo","0",196,"M",0,"",0,,0
93106606,,"Kaer","0.00385",18,"E",0,,0,,0
93106606,,"Kpo","0.866",30,,0,"",0,,0
114078,,"Kaer","0.00385",18,"E",0,,0,,0
114078,,"Kpo","0",196,"M",0,"",0,,0
50282,,"Kaer","0.0185",18,"E",0,,0,,0
50282,,"Kpo","0.399",35,,0,"Longest half-life of the range 2.0+/10.14 hrs (in river water) to 41.7+/-4.07 hrs(in Milli-Q water) was used.",0,,0
54910893,,"Kaer","0.0116",18,"E",0,"",0,,0
54910893,,"Kpo","0",196,"M",0,"",0,,0
25812300,,"Kaer","0.0185",18,"E",0,"",0,,0
25812300,,"Kpo","0",196,"M",0,"",0,,0
15687271,,"Kaer","0.0347",28,,0,"",0,,0
15687271,,"Kpo","0",35,,0,"kh measured in water (0.003 +/- 0.003); not significantly different from 0 (95% CL).",0,,0
154212,,"Kaer","0.0185",18,"E",0,,0,,0
154212,,"Kpo","0",196,"M",0,"",0,,0
657249,,"Kaer","0.0462",18,"E",0,"",0,,0
657249,,"Kpo","0",196,"M",0,"",0,,0
91576,,"Kaer","0.0462",18,"E",0,,0,,0
91576,,"Kpo","0.31",37,,0,"",0,,0
22204531,,"Kaer","0.0462",18,"E",0,"",0,,0
22204531,,"Kpo","0",196,"M",0,"",0,,0
70458967,,"Kaer","0.0116",18,"E",0,"",0,,0
70458967,,"Kpo","0",196,"M",0,"",0,,0
14698294,,"Kaer","0.0185",18,"E",0,"",0,,0
14698294,,"Kpo","0",196,"M",0,"",0,,0
79572,,"Kaer","0.0116",18,"E",0,,0,,0
79572,,"Kpo","0",196,"M",0,"",0,,0
57830,,"Kaer","0.0116",18,"E",0,,0,,0
57830,,"Kpo","0",196,"M",0,"",0,,0
66357355,,"Kaer","0.0185",18,"E",0,"",0,,0
66357355,,"Kpo","0",196,"M",0,"",0,,0
98105998,,"Kaer","0.00385",18,"E",0,,0,,0
98105998,,"Kpo","0",196,"M",0,"",0,,0
68359,,"Kaer","0.0185",18,"E",0,"",0,,0
68359,,"Kpo","0",196,"M",0,"",0,,0
57681,,"Kaer","0.0185",18,"E",0,,0,,0
57681,,"Kpo","0",196,"M",0,"",0,,0
723466,,"Kaer","0.0185",18,"E",0,"",0,,0
723466,,"Kpo","0",196,"M",0,"",0,,0
72140,,"Kaer","0.0185",18,"E",0,"",0,,0
72140,,"Kpo","0",196,"M",0,"",0,,0
58220,,"Kaer","0.0185",18,"E",0,,0,,0
58220,,"Kpo","0",196,"M",0,"",0,,0
60548,,"Kaer","0.0116",18,"E",0,,0,,0
60548,,"Kpo","0",8,"Z",0,"Cannot be photodegraded",0,,0
148798,,"Kaer","0.0462",18,"E",0,,0,,0
148798,,"Kpo","0",196,"M",0,"",0,,0
738705,,"Kaer","0.0116",18,"E",0,,0,,0
738705,,"Kpo","0",28,"Z",0,"No data in freshwater; However it was found to be stable in seawater for up to 20 weeks when exposed to UV light.",0,,0
5436431,,"Dw","5.75E-6",54,"E",1,,0,,0
5436431,,"HLC","8.39E-6",60,,1,"0.85+/-0.35 Pa-m3/mol *9.8692 × 10–6 atm/Pa (Cetin and Odabasi, 2005)",0,,0
5436431,,"IUR","0",196,"M",0,,0,,0
5436431,,"Kanaer","0.000428",18,"E",1,"Estimated ",0,,0
5436431,,"kh","0",28,,1,"Polybrominated diphenyl ethers (e.g., tetra- thru octa-isomers) are not expected to undergo hydrolysis in the environment due to the lack of hydrolyzable functional groups",0,,0
5436431,,"Koc","13200",18,"E",1,,0,,0
5436431,,"KpPar","18.07",25,,0,,0,,1
5436431,,"ksoil","0.00193",18,"E",1,"Estimated ",0,,0
5436431,,"LogKow","6.55",56,,1,"The measured value of 6.81 was deemed less accurate due to very low water solubility per Braekevelt et al. (2003).",0,,0
5436431,,"MW","485.8",18,"E",1,,0,,0
5436431,,"Pc","-9999",143,"D",0,,0,,1
5436431,,"RCF","3340",9,"C",1,"Calculated by model based on log Kow using correlation equation in cited reference.",0,,0
5436431,,"RfC","0",196,"M",0,,0,,0
5436431,,"RfD","0.0001",29,,0,,0,,0
5436431,,"RfD_fish","0.0001",29,,0,,0,,1
5436431,,"RfD_food","0.0001",29,,0,,0,,1
5436431,,"RfD_soil","0.0001",29,,0,,0,,1
5436431,,"RfD_water","0.0001",29,,0,,0,,1
5436431,,"Sol","0.011",60,,0,"11 ug/L /1000ug/mg (Stenzel and Markley, 1997)",0,,0
5436431,,"tb","431.4",54,"E",0,,0,,1
5436431,,"tc","-9999",143,"D",0,,0,,1
5436431,,"UseRfDPath","0",146,,0,,0,,1
7439896,,"KpPar","18.07",25,,0,,0,,1
7439896,,"MW","55.847",15,,1,,0,,0
7439896,,"RfC","0",196,"M",0,,0,,0
7439896,,"RfD","0.7",45,,0,,0,,0
7439896,,"RfD_fish","0.7",45,,0,,0,,1
7439896,,"RfD_food","0.7",45,,0,,0,,1
7439896,,"RfD_soil","0.7",45,,0,,0,,1
7439896,,"RfD_water","0.7",45,,0,,0,,1
7439896,,"Sol","100000",28,,0,"Insoluble in water; set to 1E+5 to prevent model crash with zero value",0,,1
7439896,,"tb","2860",15,,0,,0,,1
7439896,,"UseRfDPath","0",146,,0,,0,,1
7439921,,"BrExfruit","0.041",22,,1,"Field study data only.",0,,0
7439921,,"BrExveg","0.019",22,,1,"Field study data only.",0,,0
7439921,,"BrForage","0.004",59,,1,,0,,0
7439921,,"BrGrain","0.009",6,,1,"Br (p.11).",0,,0
7439921,,"BrProfruit","0.041",22,,1,"Field study data only.",0,,0
7439921,,"BrProveg","0.041",22,,1,"Field study data only.",0,,0
7439921,,"BrRoot","0.019",22,,1,"Field study data only.",0,,0
7439921,,"BrSilage","0.004",59,,1,,0,,0
7439921,,"Bs","1",144,,0,"Always 1",0,,1
7439921,,"CAS","7439921",146,,0,,0,,0
7439921,,"ChemName","Lead",146,,0,,0,,0
7439921,,"ChemType","M",146,,0,,0,,1
7439921,,"CSFOral","0.0085",11,,0,,0,,0
70458967,,"BCF_T3F","0.93",18,"E",0,,0,,0
70458967,,"BCF_T3W","0.93",18,"E",0,,0,,0
70458967,,"BCF_T4F","0.9",18,"E",0,,0,,0
70458967,,"BCF_T4W","0.9",18,"E",0,,0,,0
85721331,,"BCF_T3F","1",18,"E",0,"Updated log Kow to 0.25 (Physprop has 0.28)",0,,0
7439921,,"CTPWasteDry","220",244,,0,"Table 11; lognormal",0,,0
7439921,,"Da","0",197,,0,"Not applicable to metals",0,,1
7439921,,"Density","11.3437",15,,1,,0,,0
7439921,,"Dw","0.0000266",69,,1,"at 25 deg C",0,,0
7439921,,"HLC","0",197,,0,"Not applicable to metals",0,,1
7439921,,"IUR","1.2E-5",11,,0,,0,,0
7439921,,"Kd","5012",63,,1,"From literature data (edited, n=31); Pb(II) logKd range: 0.7-5, mean: 3.7, std dev: 1.2, lognormal distribution.",0,,0
7439921,,"KpPar","18.07",25,,0,,0,,1
7439921,,"MW","207.2",15,,1,,0,,0
7439921,,"RfC","0",196,"M",0,,0,,0
7439921,,"RfD","0",196,"M",0,,0,,0
7439921,,"RfD_fish","0",196,"M",0,,0,,1
7439921,,"RfD_food","0",196,"M",0,,0,,1
7439921,,"RfD_soil","0",196,"M",0,,0,,1
7439921,,"RfD_water","0",196,"M",0,,0,,1
7439921,,"Sol","100000",28,,0,"Insoluble in water; set to 1E+5 to prevent model crash with zero value",0,,1
7439921,,"tb","1750",15,,0,,0,,1
7439921,,"UseRfDPath","0",146,,0,,0,,1
72140,,"BCF_milk","0.000257",49,"C",1,"Calculated by model based on logKow using correlation equation in cited reference.",0,"",0
76573,,"BCF_milk","0.00309",49,"C",1,"Calculated by model based on logKow using correlation equation in cited reference.",0,"",0
79572,,"BCF_milk","3.95e-05",49,"Bl",1,"Calculated by model based on lower-bound logKow (-0.67) using correlation equation in cited reference.",0,"",0
7440280,,"KpPar","18.07",25,,0,,0,,1
7440280,,"MW","204.383",15,,1,,0,,0
7440280,,"RfC","0",196,"M",0,,0,,0
7440280,,"RfD","1E-5",45,,0,,0,,0
7440280,,"RfD_fish","1E-5",45,,0,,0,,1
7440280,,"RfD_food","1E-5",45,,0,,0,,1
7440280,,"RfD_soil","1E-5",45,,0,,0,,1
7440280,,"RfD_water","1E-5",45,,0,,0,,1
7440280,,"Sol","100000",15,,0,"Insoluble in water; set to 1E+5 to prevent model crash with zero value",0,,1
7440280,,"tb","1473",15,,0,,0,,1
7440280,,"UseRfDPath","0",146,,0,,0,,1
7440315,,"BrExfruit","0.006",6,,1,"Br (p.11).",0,,0
723466,,"CTPWaste","0.057",145,"C",0,"Calculated from CTPWasteDry assuming 40% solids",0,,1
7440315,,"BrExveg","0.03",6,,1,"Bv (p.10).",0,,0
7440315,,"BrForage","0.03",6,,1,"Bv (p.10).",0,,0
7440315,,"BrGrain","0.006",6,,1,"Br (p.11).",0,,0
7440315,,"BrProfruit","0.006",6,,1,"Br (p.11).",0,,0
7440315,,"BrProveg","0.006",6,,1,"Br (p.11).",0,,0
7440315,,"BrRoot","0.03",6,,1,"Bv (p.10).",0,,0
7440315,,"BrSilage","0.03",6,,1,"Bv (p.10).",0,,0
7440315,,"Bs","1",144,,0,"Always 1",0,,1
7440315,,"CAS","7440315",146,,0,,0,,0
7440315,,"ChemName","Tin",146,,0,,0,,0
7440315,,"ChemType","M",146,,0,,0,,1
7440315,,"CSFOral","0",196,"M",0,,0,,0
7440315,,"CTPWasteDry","108",244,,0,"Table 11; lognormal, ROS",0,,0
7440315,,"Da","0",197,,0,"Not applicable to metals",0,,1
7440315,,"Density","7.265",15,,1,,0,,0
7440315,,"Dw","0.0000285",69,,1,"at 25 deg C",0,,0
7440315,,"HLC","0",197,,0,"Not applicable to metals",0,,1
7440315,,"IUR","0",196,"M",0,,0,,0
7440315,,"Kd","501",63,,1,"From literature data; Tin(II) logKd range: 2.1-4, mean: 2.7, std dev: 0.7, lognormal distribution.",0,,0
7440315,,"KpPar","18.07",25,,0,,0,,1
7440315,,"MW","118.69",15,,1,,0,,0
7440315,,"RfC","0",196,"M",0,,0,,0
7440315,,"RfD","0.3",2,,0,"from intermediate oral MRL for inorganic tin; HEAST RfD = 0.6",0,,0
7440315,,"RfD_fish","0.3",2,,0,"from intermediate oral MRL for inorganic tin; HEAST RfD = 0.6",0,,1
7440315,,"RfD_food","0.3",2,,0,"from intermediate oral MRL for inorganic tin; HEAST RfD = 0.6",0,,1
7440315,,"RfD_soil","0.3",2,,0,"from intermediate oral MRL for inorganic tin; HEAST RfD = 0.6",0,,1
7440315,,"RfD_water","0.3",2,,0,"from intermediate oral MRL for inorganic tin; HEAST RfD = 0.6",0,,1
7440315,,"Sol","100000",28,,0,"Insoluble in water; set to 1E+5 to prevent model crash with zero value",0,,1
7440315,,"tb","2602",15,,0,,0,,1
7440315,,"UseRfDPath","0",146,,0,,0,,1
91576,,"BCF_milk","0.103",49,"C",1,"Calculated by model based on logKow using correlation equation in cited reference.",0,"",0
7783008,,"BCF_milk","1.166",59,"",1,"Tbl 5.2.4-3, p 5-131",0,"",0
7440360,,"BrExfruit","0.03",6,,1,"Br (p.11).",0,,0
7440360,,"BrExveg","0.2",6,,1,"Bv (p.10).",0,,0
7440360,,"BrForage","0.2",6,,1,"Bv (p.10).",0,,0
7440360,,"BrGrain","0.03",6,,1,"Br (p.11).",0,,0
7440360,,"BrProfruit","0.03",6,,1,"Br (p.11).",0,,0
7440360,,"BrProveg","0.03",6,,1,"Br (p.11).",0,,0
7440360,,"BrRoot","0.2",6,,1,"Bv (p.10).",0,,0
7440360,,"BrSilage","0.2",6,,1,"Bv (p.10).",0,,0
7440360,,"Bs","1",144,,0,"Always 1",0,,1
7440360,,"CAS","7440360",146,,0,,0,,0
7440360,,"ChemName","Antimony",146,,0,,0,,0
7440360,,"ChemType","M",146,,0,,0,,1
7440360,,"CSFOral","0",196,"M",0,,0,,0
7440360,,"CTPWasteDry","6.49",244,,0,"Table 11; lognormal, ROS",0,,0
7440360,,"Da","0",197,,0,"Not applicable to metals",0,,1
7440360,,"Density","6.684",15,,1,,0,,0
738705,,"CTPWaste","0.030",145,"C",0,"Calculated from CTPWasteDry assuming 40% solids",0,,1
1163195,,"CTPWaste","2.9",145,"C",0,"Calculated from CTPWasteDry assuming 40% solids",0,,1
7440360,,"Dw","0.0000266",69,,1,"at 25 deg C",0,,0
7440360,,"HLC","0",197,,0,"Not applicable to metals",0,,1
7440360,,"IUR","0",196,"M",0,,0,,0
7440360,,"Kd","200",63,,1,"From literature data (mean is the average of several reported mean values, n=5); logKd range: 0.1-2.7; mean: 2.3, std dev: 1.1, lognormal distribution.",0,,0
7440360,,"KpPar","18.07",25,,0,,0,,1
7440360,,"MW","121.75",15,,1,,0,,0
7440360,,"RfC","0.0002",29,,0,"for antimony trioxide",0,,0
7440360,,"RfD","0.0004",29,,0,,0,,0
7440360,,"RfD_fish","0.0004",29,,0,,0,,1
7440360,,"RfD_food","0.0004",29,,0,,0,,1
7440360,,"RfD_soil","0.0004",29,,0,,0,,1
7440360,,"RfD_water","0.0004",29,,0,,0,,1
7440360,,"Sol","100000",28,,0,"Insoluble in water; set to 1E+5 to prevent model crash with zero value",0,,1
7440360,,"tb","1590",15,,0,,0,,1
7440360,,"UseRfDPath","0",146,,0,,0,,1
7440428,,"BrExfruit","2",6,,1,"Br (p.11).",0,,0
7440428,,"BrExveg","4",6,,1,"Bv (p.10).",0,,0
7440428,,"BrForage","4",6,,1,"Bv (p.10).",0,,0
7440428,,"BrGrain","2",6,,1,"Br (p.11).",0,,0
7440439,,"MW","112.41",15,,1,,0,,0
7440439,,"RfC","1E-5",2,,0,,0,,0
7440439,,"RfD","0",196,"M",0,,0,,1
7440439,,"RfD_fish","0.001",29,,1,,0,,0
7440439,,"RfD_food","0.001",29,,1,,0,,0
7440439,,"RfD_soil","0.001",29,,1,,0,,0
7440439,,"RfD_water","0.0005",29,,1,,0,,0
7440439,,"Sol","100000",15,,0,"Insoluble in water; set to 1E+5 to prevent model crash with zero value",0,,1
7440439,,"tb","765",15,,0,,0,,1
206440,,"BCF_milk","0.171",49,"C",1,"Calculated by model based on logKow using correlation equation in cited reference.",0,"",0
117817,,"BCF_milk","0.0591",49,"C",1,"Calculated by model based on logKow using correlation equation in cited reference.",0,"",0
7439954,,"BrExfruit","0.55",6,,1,"Br (p.11).",0,,0
7439954,,"BrExveg","1",6,,1,"Bv (p.10).",0,,0
7439954,,"BrForage","1",6,,1,"Bv (p.10).",0,,0
7439954,,"BrGrain","0.55",6,,1,"Br (p.11).",0,,0
7439954,,"BrProfruit","0.55",6,,1,"Br (p.11).",0,,0
7439954,,"BrProveg","0.55",6,,1,"Br (p.11).",0,,0
7439954,,"BrRoot","1",6,,1,"Bv (p.10).",0,,0
7439954,,"BrSilage","1",6,,1,"Bv (p.10).",0,,0
7439954,,"Bs","1",144,,0,"Always 1",0,,1
7439954,,"CAS","7439954",146,,0,,0,,0
7439954,,"ChemName","Magnesium",146,,0,,0,,0
7439954,,"ChemType","M",146,,0,,0,,1
7439954,,"CSFOral","0",196,"M",0,,0,,0
7439954,,"CTPWasteDry","12100",244,,0,"Table 11; lognormal",0,,0
7439954,,"Da","0",197,,0,"Not applicable to metals",0,,1
7439954,,"Density","1.738",15,,1,,0,,0
7439954,,"Dw","0.0000312",69,,1,"at 25 deg C",0,,0
7439954,,"HLC","0",197,,0,"Not applicable to metals",0,,1
7439954,,"IUR","0",196,"M",0,,0,,0
7439954,,"Kd","4.5",6,,1,,0,,0
7439954,,"KpPar","18.07",25,,0,,0,,1
7439954,,"MW","24.305",15,,1,,0,,0
7440484,,"BrSilage","0.02",6,,1,"Bv (p.10).",0,,0
7440484,,"Bs","1",144,,0,"Always 1",0,,1
7440484,,"CAS","7440484",146,,0,,0,,0
85721331,,"BCF_T3W","1",18,"E",0,"Updated log Kow to 0.25 (Physprop has 0.28)",0,,0
85721331,,"BCF_T4F","0.98",18,"E",0,"Updated log Kow to 0.25 (Physprop has 0.28)",0,,0
85721331,,"BCF_T4W","0.98",18,"E",0,"Updated log Kow to 0.25 (Physprop has 0.28)",0,,0
93106606,,"BCF_T3F","28",18,"E",0,"Entered log Kow manually, no Physprop data",0,,0
7440484,,"ChemName","Cobalt",146,,0,,0,,0
7440484,,"ChemType","M",146,,0,,0,,1
7440484,,"CSFOral","0",196,"M",0,,0,,0
7440484,,"CTPWasteDry","22",244,,0,"Table 11; lognormal",0,,0
7440484,,"Da","0",197,,0,"Not applicable to metals",0,,1
7440484,,"Density","8.86",15,,1,,0,,0
7440428,,"CTPWaste","45",145,"C",0,"Calculated from CTPWasteDry assuming 40% solids",0,,1
7440484,,"Dw","0.0000487",69,,1,"at 25 deg C",0,,0
7440484,,"HLC","0",197,,0,"Not applicable to metals",0,,1
7440484,,"IUR","0.009",45,,0,"for cobalt sulfate (soluable)",0,,0
7440484,,"Kd","126",63,,1,"From literature data (raw, n=11); Co(II) logKd range: -1.2-4.1, mean: 2.1, std dev: 1.2, normal distribution.",0,,0
7440484,,"KpPar","18.07",25,,0,,0,,1
7440484,,"MW","58.9332",15,,1,,0,,0
7440484,,"RfC","6E-6",45,,0,,0,,0
7440484,,"RfD","0.0003",45,,0,,0,,0
7440484,,"RfD_fish","0.0003",45,,0,,0,,1
7440484,,"RfD_food","0.0003",45,,0,,0,,1
7440484,,"RfD_soil","0.0003",45,,0,,0,,1
7440484,,"RfD_water","0.0003",45,,0,,0,,1
7440484,,"Sol","100000",143,"M",0,"Default to prevent model crash; no data",0,,1
7440484,,"tb","2900",15,,0,,0,,1
7440484,,"UseRfDPath","0",146,,0,,0,,1
7439976,,"BCF_milk","0",197,"",0,"Ingestion pathways modeled only for divalent mercury",0,"",1
7440508,,"BrExfruit","0.45",22,,1,"Field study data only.",0,,0
7440508,,"BrExveg","0.14",22,,1,"Field study data only.",0,,0
7440508,,"BrForage","0.024",59,,1,"Field study data only.",0,,0
7440508,,"BrGrain","1.1",22,,1,"Field study data only.",0,,0
7440508,,"BrProfruit","0.45",22,,1,"Field study data only.",0,,0
7440508,,"BrProveg","0.45",22,,1,"Field study data only.",0,,0
7440508,,"BrRoot","0.48",22,,1,"Field study data only.",0,,0
7440508,,"BrSilage","0.024",59,,1,"Field study data only.",0,,0
7440508,,"Bs","1",144,,0,"Always 1",0,,1
7440508,,"CAS","7440508",146,,0,,0,,0
7440508,,"ChemName","Copper",146,,0,,0,,0
7440508,,"ChemType","M",146,,0,,0,,1
7440508,,"CSFOral","0",196,"M",0,,0,,0
7440508,,"CTPWasteDry","1300",244,,0,"Table 11; lognormal",0,,0
7440508,,"Da","0",197,,0,"Not applicable to metals",0,,1
7440508,,"Density","8.96",15,,1,,0,,0
7440508,,"Dw","0.0000468",69,,1,"at 25 deg C",0,,0
7440508,,"HLC","0",197,,0,"Not applicable to metals",0,,1
7440508,,"IUR","0",196,"M",0,,0,,0
7440508,,"Kd","316",63,,1,"From literature data (raw, n=20); Cu(II) logKd range: 0.1-3.6, mean: 2.5, std dev: 0.6, lognormal distribution.",0,,0
22204531,,"RCF","8.48",9,"C",1,"Calculated by model based on log Kow using correlation equation in cited reference.",0,,0
22204531,,"RfC","0",196,"M",0,,0,,0
22204531,,"RfD","0.046",52,,0,,0,,0
22204531,,"RfD_fish","0.046",52,,0,,0,,1
22204531,,"RfD_food","0.046",52,,0,,0,,1
22204531,,"RfD_soil","0.046",52,,0,,0,,1
22204531,,"RfD_water","0.046",52,,0,,0,,1
93106606,,"BCF_T3W","28",18,"E",0,"Entered log Kow manually, no Physprop data",0,,0
93106606,,"BCF_T4F","21",18,"E",0,"Entered log Kow manually, no Physprop data",0,,0
93106606,,"BCF_T4W","21",18,"E",0,"Entered log Kow manually, no Physprop data",0,,0
98105998,,"BCF_T3F","1.7",18,"E",0,"Entered log Kow manually, no Physprop data",0,,0
22204531,,"Sol","15.9",44,,0,,0,,0
22204531,,"tb","379.7",18,"E",0,,0,,1
